turn_id;utterance;speaker;intents
8;What time does the train arrive?;USER;find_train,
9;The TR5291 arrives by 21:35.;SYSTEM;
10;That sounds perfect. Can you go ahead and book that for me?;USER;find_train,
11;Certainly! Are you traveling by yourself or would you need more than one ticket?;SYSTEM;
12;I just need the travel time and price please;USER;find_train,
13;The travel time is 79 minutes and it is 17.60 pounds.;SYSTEM;
14;That is all I need. Thank you.;USER;
15;Are you certain you don't need further assistance?;SYSTEM;
16;Yes. Have a nice day.;USER;
17;It has been my pleasure. Feel free to contact us if you need any assistance.;SYSTEM;
0;I need to take a train from cambridge, I need to arrive by 18:30.;USER;find_train,
1;We have quite a few trains that may suit your needs. Do you have a particular day you are traveling?;SYSTEM;
2;Yes, I need to leave Broxbourne on Tuesday.;USER;find_train,
3;Okay, I have one arriving at 6:01, would you like me to book it?;SYSTEM;
4;What is the train id, please?;USER;find_train,
5;The train ID is TR6357. Is there anything else I can do for you today?;SYSTEM;
6;Can you find me a park in the south?;USER;find_attraction,
7;There are two parks that meet your description: Sheep's Green and Lammas Land Park Fen Causeway and Wandlebury Country Park. Would you like more information on either of those?;SYSTEM;
8;CAN I GET THE PHONE NUMBER AND POSTCODE PLEASE;USER;find_attraction,
9;sheep's green and lammas land park fen causeway number is 01223302580 and postcode is cb22ad. wandlebury country park number is 01223243830 postcode is cb223ae. Do you need anything else?;SYSTEM;
10;I will also need the address as well for the two parks please. Thank you!;USER;find_attraction,
11;"sheep's green & lammas land park fen causeway is located at fen causeway, newnham road; wandlebury country park is at wandlebury ring, gog magog hills, babraham. Anything else?";SYSTEM;
12;That should be all. Thank you for your help.;USER;
13;You are very welcome! I hope that you enjoy your trip! Goodbye.;SYSTEM;
0;I'm trying to find a 4-star hotel that's moderately priced please;USER;find_hotel,
1;Do you have a certain area you would like ?;SYSTEM;
2;No. but it should also have free wifi.;USER;find_hotel,
3;I was not able to find any hotels matching that requirement, is there something else you would like to try?;SYSTEM;
4;You don't have any moderately priced 4 stars with wifi?;USER;find_hotel,
5;We do have guesthouses available. Is that okay?;SYSTEM;
6;Yes if you can find a place for 5 people;USER;book_hotel,
7;I can help! for how many days starting when?;SYSTEM;
8;2 nights, starting on Wednesday please;USER;book_hotel,
9;The acorn guest house Booking was successful. Reference number is : MZ8CPFEK;SYSTEM;
10;Great! Thank you. I need to find a restaurant called rice boat.;USER;find_restaurant,book_hotel,
11;What would you like to know about it?;SYSTEM;
12;What type of food do they serve?;USER;find_restaurant,
13;They serve Indian food. Do you need any other information, or help making a booking?;SYSTEM;
14;Not at this time.;USER;find_restaurant,
15;Alright, well if there's nothing else i can do for you today, enjoy your time in Cambridge!;SYSTEM;
0;Hi. I'm looking for a 4 star hotel in the east.;USER;find_hotel,
1;There are no 4 star hotels in the east side of town. Would you be interested in staying at a guesthouse instead?;SYSTEM;
2;Yeah, a guesthouse is what I'm looking for actually.;USER;find_hotel,
3;There are 6 guesthouses in the area. What is your price range?;SYSTEM;
4;I don't have a particular price range in mind. What do you suggest for 8 people and 5 nights? I will need it for Wednesday.;USER;book_hotel,
5;I would recommend Autumn House on 710 Newmarket Road. It has Internet and Parking and is cheap. Does that sound good?;SYSTEM;
6;Yes and also looking for places to go in town. The attraction should be in the centre and should be in the type of museum;USER;book_hotel,find_attraction,
7;We have many museums to choose from in the centre! Are you looking for an art museum or archaeology or science?;SYSTEM;
8;You can choose for me but I would like to know the postcode of the museum.;USER;find_attraction,
9;Castle Galleries is my choice. The postcode is cb23bj. I never made that hotel reservation. Would you like me to do that now?;SYSTEM;
10;Yes please. I also need to book a taxi that could take me from hotel to there.;USER;find_taxi,book_hotel,
11;Okay what time will you be leaving.;SYSTEM;
12;Book the hotel for 8 people, 5 nights and starting on Wednesday.;USER;book_hotel,
13;Booking was successful. Reference number is : 057BYPRI . anything else i can help you with?;SYSTEM;
14;Can we book that taxi? I'll need to leave the galleries by 12:30.;USER;find_taxi,
15;Your booking is completed. That will be a red Audi and the contact number is 07888569243. Will there be anything else today?;SYSTEM;
16;No, you have been very helpful. I don't have any other questions. Thanks. Bye.;USER;
17;thank you and enjoy your stay in Cambridge!;SYSTEM;
0;I need a taxi from the missing sock and I need to get to my destination by 08:30. Can you help?;USER;find_taxi,
1;I can help you with that. where are you going?;SYSTEM;
2;I'm going to el shaddai;USER;find_taxi,
3;Okay your booking is complete. Be on the lookout for a white volkswagen;SYSTEM;
4;I will also need the contact number please.;USER;find_taxi,
5;Their contact number is 07053289961. Do you need any further assistance?;SYSTEM;
6;No, thank you!;USER;
7;You are welcome. Thank you for contact us. Goodbye.;SYSTEM;
0;I can't wait to see some of the local attractions when I get there. I'm looking for some places to go in town.;USER;find_attraction,
1;What types of attractions are you interested in? We have everything from art galleries to zoos!;SYSTEM;
2;Hello. I'm excited to visit Cambridge. Can you give me addresses and phone numbers of different types of attractions in the centre of town?;USER;find_attraction,find_hotel,
3;What type of attractions are you looking for?;SYSTEM;
4;Well, something in the center... can you recommend anything?;USER;find_attraction,
5;there are lots of architecture in the centre of town how may I be of assistance?;SYSTEM;
6;Something you think is the best. Please give me some info on your favorite place.;USER;find_attraction,
7;Old Schools is nice. Would you like more info on it?;SYSTEM;
8;Where is that located?;USER;find_attraction,
9;It is in the centre of town.;SYSTEM;
10;Can I have the address and phone number, please?;USER;find_attraction,
11;It is located on Trinity Lane and the phone number is 01223332320. The exact address isn't listed. Is there anything else I can help with today?;SYSTEM;
12;Yes, I also need a place to stay in the same area as the attraction with free parking. It should be cheaply priced and 0 stars.;USER;find_hotel,
13;Well the el shaddai fits your needs. It isn't the best guesthouse in town but it will get the job done. Would you like to book it?;SYSTEM;
14;No, i dont need it booked. But i do need to know if it has free internet, the phone number, and the post code.;USER;find_hotel,find_attraction,
15;Yes it is free internet, the phone number is 01223327978, and the postcode is cb11eg. Is their anything else I can help you with?;SYSTEM;
16;Yes, I'll need to book a taxi to commute between Old Schools and the hotel. I'd like to leave be picked up at Old Schools by 8:15.;USER;find_taxi,
17;Ok. A blue skoda will pick you up at 08:15. The contact number is 07568386559.;SYSTEM;
18;You were a great help! Thank you.;USER;
19;You're welcome! Can I help you with anything else?;SYSTEM;
20;No that is it for now. Bye.;USER;
21;I hope your trip is fun. Good day.;SYSTEM;
22;thanks again for helping;USER;
23;Thank you for letting me help you today.;SYSTEM;
0;I am looking for a museum in the east of town.;USER;find_attraction,
1;Cambridge Artworks is a museum in the East. Would you like further information?;SYSTEM;
2;Yes please give me the phone number.;USER;find_attraction,
3;The phone number is 01223902168. Is there anything else I can help you with?;SYSTEM;
4;How much is the entrance fee?;USER;find_attraction,
5;The entrance fee is free.;SYSTEM;
6;Sounds great! I'm also looking for a train to birmingham new street. Are there any that leave after noon on saturday?;USER;find_train,
7;Okay, and where will you be departing from?;SYSTEM;
8;From Cambridge please;USER;find_train,
9;TR4137 leaves at 12:01 on Saturday. Would you like me to book you seats?;SYSTEM;
10;Yes, please book it for two people. I need the reference number as well.;USER;book_train,
11;Ok, the booking was successful, the total fee is 120.16 GBP at the station, and the reference number is I4DEKFL7 .;SYSTEM;
12;Thanks a lot have a good day.;USER;
13;Likewise! You're most welcome!;SYSTEM;
0;Are there any good places to visit in the centre of town? Thankyou.;USER;find_attraction,
1;There are loads of fun, interesting attractions in city centre. Do you have anything specific in mind? Architecture, boats, concerthalls, museums, colleges, nightclubs, parks, swimmingpools, theatres?;SYSTEM;
2;I don't have a preference. Please pick something for me.;USER;find_attraction,
3;There are several Churches, Architecture attractions. Would you like one of them?;SYSTEM;
4;Pick one of the best churches for me and let me know the entrance fee please.;USER;find_attraction,
5;All Saints Church is located on Jesus Lane and the entrance is fee.;SYSTEM;
6;I am also looking for a train. The train should depart from cambridge and should arrive by 17:30. The train should leave on friday and should go to leicester;USER;find_train,
7;What day are you looking to travel?;SYSTEM;
8;Friday please.;USER;find_train,
9;The TR0552 arrives by 17:06. Will that work for you?;SYSTEM;
10;Yes,can you book it for me and get a reference number ?;USER;find_train,
11;The system is ready to go on the booking, how many people?;SYSTEM;
12;What is the departure time for time for TR0552, also I would like to know the travel time as well?;USER;find_train,
13;The departure time is 15:21. The travel time is 105 minutes. How many are traveling?;SYSTEM;
14;I actually won't need any tickets. Thank you for your help!;USER;
15;You're welcome. Enjoy your stay.;SYSTEM;
0;I am looking for information in Cambridge;USER;find_train,
1;I can definitely help you. Are you interesting in lodging, transportation, entertainment or perhaps some place to eat?;SYSTEM;
2;Can you tell me about an attraction called Primavera?;USER;find_attraction,
3;Primavera is a free museum in the centre, their address is 10 king s parade. Is there anything else I can help you with today?;SYSTEM;
4;I'm also looking for information on trains departing from cambridge on thursday.;USER;find_train,
5;There are a lot of trains to choose from. Would you like to narrow it down by destination, departure time, or arrival time?;SYSTEM;
6;I would like to leave after 19:30 and arrive at london kings cross.;USER;book_train,
7;You are booked your ref number is o2uqs7k8;SYSTEM;
8;I actually didn't want to book yet, but that's ok. I just needed to know how much the ticket costs.;USER;book_train,
9;The price for TR0720 is 23.60 pounds. Can I help you with anything else today?;SYSTEM;
10;That is all, thank you!;USER;
11;I apologize for your early booking and hope you have a safe trip!;SYSTEM;
0;I need a taxi, please.;USER;find_taxi,
1;I'd be happy to assist you today. I'll need a little bit of information from you - let's start with what time you'd like to leave/arrive?;SYSTEM;
2;I need to get to restaurant two two by 5:15;USER;find_taxi,
3;Ok, I need a little bit more information, where will your taxi be departing from?;SYSTEM;
4;I want to be picked up at Williams Art and Antiques.;USER;find_taxi,
5;Your taxi is booked: a blue volvo with the contact number of 07690471186.;SYSTEM;
6;I look forward to the ride. Thank you.;USER;
7;You're welcome. Is there anything else I can do for you today?;SYSTEM;
8;No, that will be all. Thanks very much.;USER;
9;You're welcome. Thank you for using the TownInfo centre. Goodbye.;SYSTEM;
0;Are there any trains leaving out of Cambridge on Sunday?;USER;find_train,
1;Yes. Where would you be going to?;SYSTEM;
2;Stevenage. I need to arrive by 18:45;USER;find_train,
3;TR7729 will arrive at 18:10. Would you like to book?;SYSTEM;
4;Yes please, I need tickets for three please.;USER;book_train,
5;Your booking was successful. The total fee is 30.72 GBP payable at the station. Your reference number is 4R9DOBKH . Can I help you with anything else?;SYSTEM;
6;Yes I need information on whipple museum of the history of science.;USER;find_attraction,
7;The whipple museum of the history of science is in the centre. Admission is free, and the phone number is 01223330906. Can I provide you with any other information?;SYSTEM;
8;Can you tell me the address as well?;USER;find_attraction,
9;The address is Free School Lane and phone is 01223330906;SYSTEM;
0;I am looking for information in Cambridge;USER;find_train,
1;I need more specifics to help you. What type of information do you need?;SYSTEM;
2;I'd like a moderately priced place to stay. But only if it is a 0 star. I love a little adventure!;USER;find_hotel,
3;cityroomz meets your specifications. want to book?;SYSTEM;
4;Yes please. 5 people for 2 nights, starting Wednesday.;USER;book_hotel,
5;I was able to make your reservation. Your confirmation is 8S83G1YC . Can I help with anything else?;SYSTEM;
6;I also needs a train after 18:00 out of Cambridge.;USER;find_train,
7;Can you tell me your destination please?;SYSTEM;
8;I would like to go to Ely and would like to leave on Friday.;USER;find_train,
9;The next train leaves cambridge at 19:50. Would you like more information or can I book it for you?;SYSTEM;
10;That will work for me. Can you book 5 tickets for me?;USER;book_train,
11;I've booked 5 tickets on the 19:50 train leaving Cambridge to Ely. Your total fare is 22GBP, payable at the station, your reference number is HRBLRJCU .;SYSTEM;
12;That is all, thank you for you help.;USER;
13;You're welcome. Have a great day!;SYSTEM;
0;Could really use some grub.;USER;find_restaurant,
1;Sure. Is there any part of town that you'd like to look for food in?;SYSTEM;
2;Somewhere in the centre. I'm looking for some traditional food.;USER;find_restaurant,
3;I'm sorry, but there aren't any traditional restaurants in the centre. Would you like to try another cuisine?;SYSTEM;
4;Ok, how about lebanese food?;USER;find_restaurant,
5;Ali Baba is a great restaurant that fits exactly what you are looking for. Would you like me to book a table for you?;SYSTEM;
6;Yes, please book me a table for 2 people at 12:00 on wednesday.;USER;book_restaurant,
7;I'm sorry, that isn't available. Is there another day or time you could eat?;SYSTEM;
8;How about at 11:00 instead?;USER;book_restaurant,
9;Your reservation for 11:00 was successful and your reference number is Q1XUDH9Y . Is there anything else I can help you with today?;SYSTEM;
10;Wonderful. Thanks for your help today. Bye.;USER;
11;Thank you, have a good day. Goodbye.;SYSTEM;
0;Hello I'm looking for a cheap hotel that includes wifi.;USER;find_hotel,
1;I actually have just one located in the west that is cheap. It is the Cambridge Belfry. They are 4-star rated and offer free parking and wifi. Can I book you?;SYSTEM;
2;Great. I just needed to know one would be available if I decide to make the trip. You've been a great help. Thanks. Bye.;USER;
3;Thank you for contacting Cambridge TownInfo centre. I hope you have a pleasant trip! Goodbye!;SYSTEM;
4;Hold on, let me go ahead and book the hotel for 7 people starting on Tuesday for 5 nights. Please send me the reference number once reservation is made.;USER;book_hotel,find_train,
5;I have reserved the Cambridge Belfry for 7 people for 5 nights beginning Tuesday. Your reference number is G29ZSC5D . Can I help with anything else?;SYSTEM;
6;I would also like to see if I could catch a train from leicester to cambridge.;USER;find_train,
7;I show 133 possible trains. What day were you looking for?;SYSTEM;
8;I want to arrive Tuesday by 19:00, is that possible.;USER;book_hotel,find_train,
9;Train TR5297 looks like a good fit. Would you like me to book it for you?;SYSTEM;
10;No thank you. Could you give me it's departure time?;USER;find_train,
11;05:09 is its departure time. Could I help you with anything else?;SYSTEM;
12;That is all for now. Thanks;USER;find_train,
13;Just in case you want to arrive closer to 19:00, TR3370 leaves Leicester at 17:09 and arrives in Cambridge by 18:54. Please let me know if you need anything else.;SYSTEM;
14;I sure will, thanks again!;USER;
15;No problem. Have a great day!;SYSTEM;
0;Hello, I am looking for a restaurant called meze bar.;USER;find_restaurant,
1;sure, what would you like to know about it?;SYSTEM;
2;Well, I was interested in booking a table for Thursday. Coul you help me with that?;USER;book_restaurant,find_train,
3;Definitely! What time do you want to eat, and how many will be in your party?;SYSTEM;
4;There will be 6 of us and we would like to eat at 18:30 if possible.;USER;book_restaurant,
5;Today at 18:30 for 6 at Meze. Is that correct?;SYSTEM;
6;yes on thursday;USER;book_restaurant,find_train,
7;Booking was successful. The table will be reserved for 15 minutes. Your reference number is FVVICA5M . Will that be all?;SYSTEM;
8;I will also need train tickets.;USER;find_train,
9;Where is your destination?;SYSTEM;
10;I would like to go to Cambridge.;USER;find_train,
11;Where will you be departing from?;SYSTEM;
12;leaving bishops stortford and I'll need the departure time too please;USER;find_train,
13;how about TR2061? it leaves at 05:29;SYSTEM;
14;That sounds good. It leaves on thursday right?;USER;book_restaurant,find_train,
15;I found the TR0798 which leaves on thursday and arrives at 10:07 giving you plenty of time to get into town for your reservation. Would you like to book tickets?;SYSTEM;
16;No booking for now, I just need the departure time.;USER;find_train,
17;The departure time is 9:29. Is there anything else I can do for you today?;SYSTEM;
18;No, I think I've covered it all.;USER;
19;OK. If you do think of anything else you need just let me know.;SYSTEM;
0;I'm looking for a train to cambridge that leaves on Saturday.;USER;find_train,find_restaurant,
1;The london kings cross travels to cambridge on Saturday. Where are you leaving from?;SYSTEM;
2;I'm leaving from Peterborough and want to arrive by 12:30.;USER;find_train,
3;The TR7594 leaves at 05:19 and arrives by 06:09. Would you like me to book it?;SYSTEM;
4;Can you tell me the price of the ticket please?;USER;find_train,
5;Sure - tickets from Peterborough to Cambridge are 13.20 GBP each.;SYSTEM;
6;Great I also am looking for a restaurant called dojo noodle bar;USER;find_restaurant,
7;Dojo noodle bar is an asian oriental restaurant in the cheap price range.;SYSTEM;
8;I would like to book Dojo Noodle Bar for one at 18:15 on Saturday, please.;USER;book_restaurant,find_train,
9;That time is not available. What other time would work for you?;SYSTEM;
10;How about 17:15?;USER;book_restaurant,
11;I was able to book you for 17:15 on Saturday. Tables are held for 15 minutes. The reference # is WAEOL74O .;SYSTEM;
12;Thanks! That's all I need. Goodbye!;USER;
13;It was a pleasure. Have a nice day. Goodbye.;SYSTEM;
0;I'm trying to find a hotel called Allenbell. Can you help?;USER;find_hotel,
1;Yes Allenbell is located on 517a coldham lane in the east. Would you like me to book a room for you?;SYSTEM;
2;book for me bed and breakfast for five people from tommorrow.;USER;book_hotel,
3;How many days will you be staying?;SYSTEM;
4;Actually don't book it just yet on second thought. Can you advise how many stars it has and the price first?;USER;book_hotel,
5;The Allenbell is a 4 star guesthouse in the cheap price range.;SYSTEM;
6;I need a a restaurant. The restaurant should be in the west and should serve italian food. The restaurant should be in the moderate price range;USER;find_restaurant,book_hotel,
7;I would suggest Prezzo then. Would you like for me to book it?;SYSTEM;
8;Yes I would. For 5 people on tuesday at 19:45.;USER;book_restaurant,
9;I was able to get that table booked for you for Tuesday. The restaurant will hold the table for 15 minutes. Your reference number is ISYR3HNC .;SYSTEM;
10;Thank you so much, goodbye!;USER;
11;you're welcome, have a great day!;SYSTEM;
0;I am looking for a restaurant. The restaurant should serve indian food and should be in the expensive price range;USER;find_restaurant,
1;Curry Garden is a great restaurant that fulfills your wishes. It is located at 106 Regent Street City Centre.;SYSTEM;
2;Awesome. Can I also get the area, post code, and phone number?;USER;find_restaurant,
3;Yes, curry garden is located in the centre and the postcode is cb21dp.;SYSTEM;
4;Thanks, I just need the phone number so I can call them.;USER;find_restaurant,
5;The phone number is 01223302330. Is there anything else I can help you with?;SYSTEM;
6;Thanks, that's all. Good bye.;USER;
7;Enjoy yourself, and let me know if you need anything else.;SYSTEM;
0;Hello! I am looking for train schedules from Leicester. Can you help me with that?;USER;find_train,
1;Sure! There are several trains leaving from leicester. What destination, day and time would you like me to search?;SYSTEM;
2;I like a train going to cambridge on tuesday please.;USER;find_train,find_hotel,
3;Okay. It looks as if there are trains leaving Leicester for Cambridge every hour starting at 5:09 and ending at 23:09 on Tuesday.;SYSTEM;
4;Pick one. I need the travel time and arrival time. Any one after 20:15.;USER;find_train,
5;You have one leaving at 21:09, what time do you want to arrive by?;SYSTEM;
6;Thank you that will work fine for me and my husband;USER;book_train,
7;The booking was successful. Your reference number is RWRKP9L6;SYSTEM;
8;I also need a hotel with free wifi and free parking.;USER;find_hotel,
9;I have several excellent options. Did you have an area of town in mind?;SYSTEM;
10;No, I just would like a guesthouse.;USER;find_hotel,
11;Sure, I'd suggest Acorn Guest House at 154 Chesterton Road CB41DA. It's moderately priced with 4 stars. Would that work for you?;SYSTEM;
12;Can you please make a reservation for just me, for 4 nights starting tuesday?;USER;book_hotel,book_train,
13;Your reference number is HYEDH9O5, anything else I can help you with?;SYSTEM;
14;No thank you, you have been very helpful. Have a great day.;USER;
15;Thank you for contacting Cambridge TownInfo centre. Have a great time! Goodbye!;SYSTEM;
0;Can you help me find an expensive hotel in the south to stay at? Thanks.;USER;find_hotel,
1;Yes, there is The Lensfield Hotel. It is located on 53-57 Lensfield road. Their phone number is 01223355017.;SYSTEM;
2;Do they have a guesthouse available?;USER;find_hotel,
3;No I am afraid there ae no expensive guesthouses in the south.;SYSTEM;
4;How about one in the moderate price range?;USER;find_hotel,
5;yes! i have two you may choose from!;SYSTEM;
6;Could you pick the better of the two and tell me the star rating?;USER;find_hotel,
7;The Ayesbray Lodge Guesthouse has a four star rating. Would you like me to book a room?;SYSTEM;
8;No, just get me their phone number and I'll give them a ring;USER;find_hotel,
9;The phone number for Aylesbray Lodge Guest House is 01223240089. Is there anything else I can help you with?;SYSTEM;
10;Yes, please. I need a train for Wednesday.;USER;find_train,
11;What is your destination?;SYSTEM;
12;I am going to Cambridge from Ely.;USER;find_train,
13;Trains go to Cambridge from Ely at 35 past the hour, every 2 hours. What time would you like to travel?;SYSTEM;
14;I need to leave after 10:00, so that's 10:35, right? Can you book passage for 3 people for me?;USER;book_train,
15;I've got a train leaving at 9:35. After that, the next one doesn't go out until 11:35. Would you like me to book the 9:35 for you?;SYSTEM;
16;No, book the 11:35 train, please.;USER;book_train,
17;Booking for TR2006 departing Ely at 11:35 and arriving in Cambridge at 11:52 has been confirmed. Total fee of 13.2 GBP payable at the station, reference number 024L8BKI . Anything else?;SYSTEM;
18;that is it for today. have a great day;USER;
19;Thanks for letting us assist you! Enjoy your visit!;SYSTEM;
0;Hi! Are there any asian oriental restaurants in the center of town?;USER;find_restaurant,
1;I have 4 different options for you. Did you prefer a certain price range?;SYSTEM;
2;Something moderately priced would be great.;USER;find_restaurant,
3;The yippee noodle bar is an asian oriental restraunt in the town centre with a moderate price. Would you like to make a booking?;SYSTEM;
4;Yes I need a table for 4 on Saturday.;USER;find_restaurant,
5;What time shall we make that booking for?;SYSTEM;
6;16:30 please.;USER;book_restaurant,
7;Okay, I successfully booked that table for you at 1630 for your party. Please arrive on time, as the table is only reserved for 15 minutes.Your reference number is LSAY2YOX .;SYSTEM;
8;Thank you. I think that's everything I need.;USER;
9;You're welcome! Have a nice day.;SYSTEM;
0;Hi, I'm looking for a hotel called aylesbray lodge guest house. Do you have anything with that name?;USER;find_hotel,
1;We do have a hotel with that name. It is in the south area and is moderately priced. Would you like me to book this for you?;SYSTEM;
2;Can you confirm if this is a guesthouse or hotel? Do they have free wifi?;USER;find_hotel,
3;the aylesbray is a guest house and yes, it does include free internet. Would you like me to book for you?;SYSTEM;
4;No that won't be necessary. What is the address though so I have it for my reference?;USER;find_hotel,
5;The address in 5 Mowbray Road. Is there anything else I can help you with today?;SYSTEM;
6;Yes, i would also like to get a train that leaves cambridge and i arrive by 17:45.;USER;find_train,
7;There are 2,828 trains that leave cambridge and arrive somewhere in the world by 17:45. Where would you like to go?;SYSTEM;
8;I need to get to the stansted airport on Friday, please.;USER;find_train,
9;I could get you on the TR1316 leaving at 14:40 and arriving at 15:08. Would you like tickets?;SYSTEM;
10;No, that's alright. Could I have the train ID and travel time, however?;USER;find_train,
11;The train ID is TR1316, and the travel time is 28 minutes.;SYSTEM;
12;Alright. Thank you. That is all I'll need today.;USER;find_restaurant,
13;Thank you for contacting Cambridge TownInfo centre you have a nice day.;SYSTEM;
0;Can you help me find a moderate price place to stay that includes free parking?;USER;find_hotel,
1;Acorn guest house has free parking and is moderately priced. Would you like more information?;SYSTEM;
2;Does it also have free wifi and does it have 2 stars?;USER;find_hotel,
3;No it doesn't. But the Ashley Hotel has 2 stars and free parking. It is a moderate also.;SYSTEM;
4;Is there somewhere with both free wifi and parking?;USER;find_hotel,
5;Yes. The Ashley Hotel has both free wifi and parking. Would you like to make a reservation?;SYSTEM;
6;I am not quite ready to make a reservation yet, but could you please get the address for me?;USER;find_hotel,
7;The ashley hotel is located at 74 chesterton road. Would you like any other information about it?;SYSTEM;
8;Yes, do you have their postcode please?;USER;find_hotel,
9;The postcode is cb41er. Can I help you with anything else?;SYSTEM;
10;What part of town is the Ashley located?;USER;find_hotel,
11;They are located in the north.;SYSTEM;
12;Perfect, thank you. That is all I need. Bye.;USER;
13;Thank you, have a great day, Goodbye.;SYSTEM;
0;I am looking for an expensive restaurant in the centre.;USER;find_restaurant,find_attraction,
1;Oh there are many here in the centre! Did you have a particular cuisine type you were interested in?;SYSTEM;
2;I'm looking for a restaurant that serves chinese food.;USER;find_restaurant,
3;We have four such places.;SYSTEM;
4;If you could find me one and if I could get the address, that would be great.;USER;find_restaurant,
5;How about Sesame Restaurant and Bar at 17 Road City Centre?;SYSTEM;
6;Sure, can i have their postcode, number and address?;USER;find_restaurant,find_hospital,
7;The Sesame Restaurant and Bar is located at 17 Hills Road City Centre, postcode cb21nw, and their phone number is 01223358899. Can I help with anything else?;SYSTEM;
8;Yes, I'll also need somewhere to go while I'm in town. Can you find me an attraction in the same area as the Sesame Restaurant? I'd like to visit a college.;USER;find_attraction,
9;There are many options in the centre of town. Do you have a type of attraction in mind?;SYSTEM;
10;A college please. I'll need the entrance fee, postcode, and phone number for the one you suggest.;USER;find_restaurant,find_attraction,
11;Sorry! I must pay better attention. I recommend Emmauel College, which offers free entrance. The postcode is cb23ap and the phone number is 01223334200. Can I help you with anything else?;SYSTEM;
12;May I have a second recommendation with their phone number and postcode?;USER;find_restaurant,find_attraction,
13;There is Downing College, post code cb21dq, and phone number 01223334860. Anything else?;SYSTEM;
14;That should be all I need, thank you so much.;USER;
15;Thank you for contacting us, have a nice day.;SYSTEM;
0;Do you have any trains leaving out of stansted airport on Thursday?;USER;find_train,
1;We have 19 trains available that day. Could you tell me what time you will be departing and what time you would like to arrive by?;SYSTEM;
2;Leaving stansted airport going to cambridge on thursday, I want to get there by 11:15 so I am not late;USER;find_train,
3;TR2635 will leave at 10:24 and arrive by 10:52. Would you like to book?;SYSTEM;
4;Yes, please make a booking for 6 people.;USER;book_train,
5;Booking was successful, the total fee is 80.8 GBP payable at the station, your reference number is RZBLP9M0 . Will that be all?;SYSTEM;
6;No that sounds fine, thanks very much.;USER;
7;Was there anything else you needed today?;SYSTEM;
8;I am also looking for an Indian Restaurant on the west side that is moderately priced.;USER;find_restaurant,
9;Ok. That would be Meghna. Would you like to book a table?;SYSTEM;
10;No but what is the address and phone number?;USER;find_restaurant,
11;The address is 205 Victoria Road Chesterton and phone number is 01223727410.;SYSTEM;
12;That would be it thanks a lot !;USER;
13;Alright, have a lovely day too;SYSTEM;
0;I am coming to visit and will be in the centre area. I would like an attraction to visit.;USER;find_attraction,find_restaurant,
1;sure, how about cambridge contemporary art?;SYSTEM;
2;Sounds interesting! What is the address?;USER;find_attraction,
3;Located at 6 trinity street .;SYSTEM;
4;now I need a place to eat in the centre;USER;find_restaurant,find_attraction,
5;We have many restaurants available. What type of food are you interested in?;SYSTEM;
6;I am really craving chinese if you have something in that area.;USER;find_restaurant,
7;Yes, ten chinese places are in that area. Any preference on price range?;SYSTEM;
8;Yeah, I want an expensive place.;USER;find_restaurant,
9;There are 4. Could I recommend Tang Chinese.;SYSTEM;
10;I will need a reservation for 4 at 17:30 on Monday.;USER;book_restaurant,
11;Your table for 4 is reserved for Monday at 17:30. Your reference number is 1KLUAE2J .;SYSTEM;
12;That is all I need. Bye, thanks.;USER;
13;Ok. Take care. Goodbye;SYSTEM;
0;I'm looking for a high quality restaurant in Cambridge please.;USER;find_restaurant,find_train,
1;Is there a specific type of cuisine that you would prefer?;SYSTEM;
2;No, I just want it to be expensive and located in the west.;USER;find_restaurant,
3;I have the graffiti it serves british food. Would you like to make reservations there?;SYSTEM;
4;Yes, please. There are 5 of us coming on sunday. Maybe around 18:00?;USER;book_restaurant,find_train,
5;I was able to book a table for you. The Reference number is : SATXTMCN . Is there anything else you need?;SYSTEM;
6;I also need a train.;USER;find_train,
7;Where will you be departing from and what will be your departing time?;SYSTEM;
8;I need to get to Cambridge by 09:00 on Sunday. I'll be leaving from Stevenage.;USER;book_restaurant,find_train,
9;how about TR1542? it leaves at 05:54;SYSTEM;
10;Great, still figuring out transportation arranagments so no need to book, how long is the travel time?;USER;find_train,
11;travel time is 49 minutes. Is there anything else I can help with?;SYSTEM;
12;Can you give me the ticket price, please?;USER;find_train,
13;Of course! The price is 10.24 pounds. Can I help you with anything else today?;SYSTEM;
14;That's all for today, thank you;USER;
15;Alright thank you and have a wonderful rest of your day!;SYSTEM;
0;I need to find out if there's a train going to stansted airport that leaves after 12:30.;USER;find_train,
1;We have a train leaving on Friday by 12:40 from Cambridge to Stansted airport but we need to know your departure point and date of departure to serve you better;SYSTEM;
2;Yes I will be leaving on Tuesday.;USER;find_train,
3;When would you like to arrive by?;SYSTEM;
4;Tuesday would be ideal for me.;USER;find_train,
5;The best fit for you from the search list is the 12:40 train leaving cambridge on Tuesday to arrive stansted airport by 13:03.;SYSTEM;
6;That works, may I please have the reference number?;USER;find_train,
7;Actually, it will arrive by 13:08. Does that work for you?;SYSTEM;
8;Yes. I need it for 8 people.;USER;book_train,
9;Booking was successful. Your reference number is 2QS7T2UC . Do you need anything else?;SYSTEM;
10;Great I also need to stay at the University Arms Hotel;USER;find_hotel,
11;Okay I can help with that! What day would you like to check in and how long will you be staying?;SYSTEM;
12;I want to stay for 3 nights starting from saturday.;USER;book_hotel,
13;Ok great, and how many people will I be booking for?;SYSTEM;
