turn_id;speaker;utterance;dialogue_act
10; USER ; I need a hotel in the west with free parking please.;Hotel-Inform
11; SYSTEM ; Do you care about the price range? I have one cheap and one expensive hotel that fits your current criteria.;Hotel-Request
12; USER ; I actually need a guesthouse instead of a hotel, please.;Hotel-Inform
13; SYSTEM ; I have two guesthouses. Would you like a cheap one that is a 4 star, or a moderately priced 3 star?;Hotel-Select
14; USER ; Let's go with the 4 star. Could I have the phone number of that one?;Hotel-Inform
15; SYSTEM ; Of course. The phone number for Finches Bed and Breakfast is 01223276653.;Hotel-Inform
16; USER ; Thank you. That will be all for today. Goodbye;general-bye
17; SYSTEM ; Bye now.;general-bye
0; USER ; I would like to find an expensive turkish restaurant.;Restaurant-Inform
1; SYSTEM ; Wonderful! There's one I've found that's in the centre of the city. Would you like the address?;Restaurant-Inform
2; USER ; Yes I would like the address please!;Restaurant-Request
3; SYSTEM ; The address is 196 Mill Road City Centre, post code cb13nf.;Restaurant-Inform
4; USER ; Thank you, that is all. Good day to you.;general-thank
5; SYSTEM ; Thank you and have a great day!;general-bye
6; USER ; I am also looking for a train that arrives at Norwich.;Train-Inform
7; SYSTEM ; There are 133 trains that go to norwich! We'll need to narrow that down. Where are you leaving from?;Train-Inform
8; USER ; I need to depart from cambrige, on thursday, and arrive by 10:45.;Train-Inform
9; SYSTEM ; Is there a time you need to leave after?;Train-Request
10; USER ; As long as it arrives by 10:45. I will also need the train ID and the price.;Train-Inform
11; SYSTEM ; Ok, I have four trains that will get you there by 10:45, how many tickets will you need to purchase?;Train-Inform
12; USER ; Just 1 ticket and I need the train ID and total fees;Train-Request
13; SYSTEM ; The price would be 17.60 pounds and the train ID is TR6765.;Train-Inform
14; USER ; Awesome. That's all I need.;general-thank
15; SYSTEM ; Great, please let me know if you need anything else.;general-bye
0; USER ; Hi, I am looking for information about the Warkworth House hotel.;Hotel-Inform
1; SYSTEM ; Is there anything specific you'd like to know about the Warkworth House hotel?;Hotel-Inform
2; USER ; I just would like to book it for 2 people, for 5 nights, beginning Monday. Please give me reference number.;Hotel-Inform
3; SYSTEM ; Your room has been booked successfully. Your confirmation number is ARWOR7QP . Would you like help with anything else?;Booking-Book
4; USER ; I am also looking to book a train to norwich.;Train-Inform
5; SYSTEM ; What day are you looking to depart?;Train-Request
6; USER ; I would like to leave on Saturday from Cambridge to be in Norwich before 21:00.;Train-Inform
7; SYSTEM ; TR4018 leaves cambridge at 17:36 and arrives at 18:55. May I book it for you?;Train-Inform
8; USER ; Thank you so much. So that means a 79 minute travel time? Let's go ahead and book it.;Train-Request
9; SYSTEM ; Do you need two tickets?;Train-Request
10; USER ; Actually, I think I may book it later. Thank you very much for all your help.;general-thank
11; SYSTEM ; Okay! You're very welcome. To answer your earlier question, yes: the travel time is 79 minutes. Is there anything else I can help you with today?;Train-Inform
12; USER ; No, that's it. Thank you!;general-thank
13; SYSTEM ; You're welcome! Have a wonderful day!;general-bye
0; USER ; Good Evening, I am looking for a place to stay that includes free parking;Hotel-Inform
1; SYSTEM ; Okay, I have 29 options for you. Is there an area of town that you'd prefer to stay in?;Hotel-Inform
2; USER ; I'm not sure. I would prefer something moderately priced.;Hotel-Inform
3; SYSTEM ; That narrows it down a bit. The Acorn Guest House is a nice place, with 4 stars. It's in the north area of town.;Hotel-Inform
4; USER ; Sounds good, I changed my mind about the internet, can you let me know if it has free wifi?;Hotel-Inform
5; SYSTEM ; The acorn guest house also has free internet. Shall I book you a room?;Booking-Inform
6; USER ; May I just get the phone number please?;Hotel-Request
7; SYSTEM ; Absolutely! The phone number is 01223353888. Is there anything else I can help you with today?;Hotel-Inform
8; USER ; You have met all my needs for today. Thank you!;general-thank
9; SYSTEM ; You're welcome. Thank you for using the Cambridge TownInfo Centre. Goodbye.;general-bye
0; USER ; I need a taxi to go to saigon city and arrive by 11:00;Taxi-Inform
1; SYSTEM ; Where will you leave from?;Taxi-Request
2; USER ; I will be departing from from Lovell Lodge.;Taxi-Inform
3; SYSTEM ; Booking completed! Booked car type : blue volkswagen Contact number : 07262349220;Taxi-Inform
0; USER ; I am coming to cambridge to try some good food, but would like to find a place to go in the centre area.;Restaurant-Inform
1; SYSTEM ; There are many good restaurants in the centre. Did you have a type of cuisine in mind?;Restaurant-Inform
2; USER ; I would like to go to an attraction first in the center of town. Are there any museums?;Attraction-Inform
3; SYSTEM ; There are 11 museums in the centre. Would you like me to recommend one?;Attraction-Inform
4; USER ; No but you can give me the phone number of your recommendation. What can you tell me about the golden curry restaurant?;Restaurant-Inform
5; SYSTEM ; The Golden Curry is an expensive Indian restaurant at Mill Road City Centre. Would you like for me to book you a table?;Booking-Inform
6; USER ; Please! Do they have availability for 8 people at 17:45 on Friday night?;Restaurant-Inform
7; SYSTEM ; Your booking was successful! The reference number is NGFEAHB8 . Your table will be reserved for 15 minutes.;Booking-Book
8; USER ; I also need a taxi to go between the restaurant and hotel by the reservation time.;Hotel-Inform
9; SYSTEM ; I will work on looking for that and be back with you in a moment.;Booking-Inform
10; USER ; Any luck on the taxi?;Taxi-Inform
11; SYSTEM ; Before I can book the taxi I need to know what hotel you are staying at so the driver knows where to pick you up.;Taxi-Request
12; USER ; Actually I need the taxi from a museum to go to the restaurant. Whats a good museum to visit?;Restaurant-Inform
13; SYSTEM ; I personally like the Primavera museum in the city centre. It's free to get into. Would that interest you?;Attraction-Recommend
14; USER ; That sounds fine. Can I have a taxi go from there to the restaurant by 17:45?;Restaurant-Inform
15; SYSTEM ; Sure, you'll be expecting a black tesla. Their contact number is 07668622365;Taxi-Inform
16; USER ; Thank you, that is all I need today!;general-thank
17; SYSTEM ; Have a great time on your trip! You're welcome!;general-bye
18; USER ; Okay I need to go now. Bye!;general-bye
19; SYSTEM ; I just wanted to leave you with the phone number to Primavera. It is 01223357708. Enjoy your stay in our beautiful city. Bye.;Attraction-Inform
0; USER ; Hi, could you help me with my plans? I am looking for a train.;Train-Inform
1; SYSTEM ; I can help you with that. Where will be departing and where do you want to go?;Train-Request
2; USER ; I will be departing from Cambridge and going into Ely on Saturday.;Train-Inform
3; SYSTEM ; Trains run that route every two hours throughout the day. Do you have a target departure or arrival time?;Train-Inform
4; USER ; I would like to arrive in Ely by 11:15. Could you please tell me the price and what the departure time is?;Train-Inform
5; SYSTEM ; TR0718 arrives at 10:07 on saturday. Cost is 3.52 pounds. Would you like me to reserve a seat for you?;Train-Inform
6; USER ; I need to book a room in the North as well.;Hotel-Inform
7; SYSTEM ; There are 2 hotels and 11 guesthouses to choose from in the north, ranging in price from cheap to moderate. Do you have a price point preference?;Hotel-Inform
8; USER ; I would need a hotel with wifi;Hotel-Inform
9; SYSTEM ; There are 12 hotels that fit your criteria. Do you want a moderately priced or cheap hotel?;Hotel-Inform
10; USER ; I don't care about the price. I absolutely do need free parking, though.;Hotel-Inform
11; SYSTEM ; Do you have a star rating preference?;Hotel-Request
12; USER ; I do not have a preference on the number of stars.;Hotel-Inform
13; SYSTEM ; Can I suggest the acorn guesthouse? It's moderately priced and has 4 stars.;Hotel-Recommend
14; USER ; I want it to be in the type of hotel. It should have wifi and parking too. And it must be in the north.;Hotel-Inform
15; SYSTEM ; We have two option for you. We have the ashley hotel and the lovell hotel. Both have your commendations you want.;Hotel-Inform
16; USER ; Book me with the Ashley Hotel please.;Hotel-Inform
17; SYSTEM ; I'd be happy to do that. What is your arrival date, how many in your party, and how many nights?;Booking-Request
18; USER ; its for 5 for 5 nights monday.;Hotel-Inform
19; SYSTEM ; Your room is reserved, ref# W4VW9W7M . Is there anything else I can help with today?;Booking-Book
20; USER ; Thanks so much, no that will be all.;general-thank
21; SYSTEM ; I am glad I was able to accommodate your needs.;general-welcome
0; USER ; Hello, I'm looking for an attraction in the type of theatre.;Attraction-Inform
1; SYSTEM ; There is the ADC Theatre, Cambridge Arts Theatre, Mumford Theatre, The Cambridge Corn Exchange, and The Junction. Which would you like to know about?;Attraction-Inform
2; USER ; Could I get the postcode and entrance fee for the Mumford Theatre please?;Attraction-Inform
3; SYSTEM ; i don't know the entrance fee but the postcode is cb11pt;Attraction-Inform
4; USER ; I also need an expensive restaurant in the east.;Restaurant-Inform
5; SYSTEM ; There are plenty of expensive restaurants on the East side but if you tell me what kind of cuisine you're interested in, I can narrow it down and recommend one.;Restaurant-Inform
6; USER ; i am not specific on that. recommend one and book for me;Restaurant-Inform
7; SYSTEM ; I would be more than elated to book it for you, but I need some additional information like when, and how many perhaps?;Booking-Request
8; USER ; I need a table for 7 people at 19:15 on Saturday.;Restaurant-Inform
9; SYSTEM ; Okay, I booked you with yu garden. The table will be reserved for 15 minutes. Reference number is : 9PMB11JL .;Booking-Book
10; USER ; Ok, that's all I needed today, Thanks!;general-thank
11; SYSTEM ; Okay, great. I'm glad I could help. Don't hesitate to contact us again if you need additional assistance. Goodbye.;general-bye
0; USER ; I'm looking for a hotel to stay at that has free wifi and a 4 star rating. Do you have any suggestions?;Hotel-Inform
1; SYSTEM ; Acorn guest house is in the north with wifi and a 4 star rating.;Hotel-Inform
2; USER ; That sounds great but I was hoping to stay in the south. Do you have anything else?;Hotel-Inform
3; SYSTEM ; Yes I have two guesthouses in the south. One in the moderate price range and another in the cheap price range. Do you have a preference?;Hotel-Inform
4; USER ; No, I'll take your recommendation. Can you give me a phone number and postcode? Oh, and how expensive is it?;Attraction-Request
5; SYSTEM ; Rosa's Bed and Breakfast is cheaply priced and is absolutely gorgeous. The phone number is 01223512596 and the postcode is cb22ha. Would you like me to book a room?;Booking-Inform
6; USER ; Not now. But can you tell me something about concert halls in the west?;Attraction-Inform
7; SYSTEM ; Sure thing, there are none.;Attraction-NoOffer
8; USER ; How about a college in the same area?;Attraction-Inform
9; SYSTEM ; My favorite paid college to visit is Clare College and my favorite free college to visit Clare Hall. Do either of those peek your interest?;Attraction-Inform
10; USER ; I love free. Can you give me the address of Clare Hall?;Attraction-Inform
11; SYSTEM ; Sure, the address is herschel road. Is there something else I can help you with?;Attraction-Inform
12; USER ; No, that will be all. Thank you!;general-thank
13; SYSTEM ; You're welcome, have a great day.;general-bye
0; USER ; I'm looking for a train arriving at 13:30, departing from cambridge.;Train-Inform
1; SYSTEM ; On what day will you be travelling?;Train-Request
2; USER ; I need to leave Sunday to go to Ely.;Train-Inform
3; SYSTEM ; TR1159 will arrive by 12:07 would that work for you?;Train-Inform
4; USER ; Yes can I get a ticket for 8 people please;Train-Inform
5; SYSTEM ; Booked! You will pay 28.16 at the station, your reference number is FN62T8MF . Is there anything else you need?;Train-OfferBooked
6; USER ; Great that's all that I needed today, thank you for all your help!;general-thank
7; SYSTEM ; Is there anything else I can do for you before we go?;general-reqmore
8; USER ; NO thank you very much.;general-thank
9; SYSTEM ; Okay, enjoy your trip!;general-bye
0; USER ; I need a train to Cambridge, departing from the Peterborough station.;Train-Inform
1; SYSTEM ; There are a total of 266 trains traveling from Peterborough to Cambridge. What day would you like to leave?;Train-Inform
2; USER ; I would like to travel on Saturday and arrive by 15:15.;Train-Inform
3; SYSTEM ; I have a train scheduled to depart Peterborough at 14:19 and will arrive in Cambridge by 14:38. Would you me like to book this for you?;Train-Inform
4; USER ; Yes, for 2 people, please.;Train-Inform
5; SYSTEM ; Okay all booked! The arrival time is actually 15:09 and your reference number is YENH8FDC .;Train-OfferBooked
6; USER ; Thanks! I'm also looking for a chinese place located in the centre?;Restaurant-Inform
7; SYSTEM ; There are 10 that match your preference. Do you have a price range? Or do you know the name of the restaurant?;Restaurant-Inform
8; USER ; I would like a restaurant in the cheap price range. Can you find one?;Restaurant-Inform
9; SYSTEM ; There are three Chinese restaurants in the Centre that are in the cheap price range: Charlie Chan, Rice House, and Golden House. Do you have a preference?;Restaurant-Inform
10; USER ; Golden House sounds delicious, please provide the address.;Restaurant-Inform
11; SYSTEM ; Absolutely! The address is 12 Lensfield Road City Centre post code cb21eg. How many people would you like me to make a reservation for?;Booking-Request
12; USER ; No reservation needed at this time. In fact, I have everything I need. Thanks for your help today, I'm all set.;general-bye
13; SYSTEM ; Thank You, have a great day. Goodbye;general-bye
0; USER ; I am planning a trip in Cambridge, looking for a place to dine;Restaurant-Inform
1; SYSTEM ; We have many great restaurants in Cambridge! Do you have a cuisine, area, or price range in mind?;Restaurant-Inform
2; USER ; I'm looking for an expensive place to eat in the centre of town;Restaurant-Inform
3; SYSTEM ; What type of food would you like to eat?;Restaurant-Request
4; USER ; It doesn't matter. I'll just need to know the postcode, food type, and phone number, please?;Restaurant-Inform
5; SYSTEM ; How about darrys cookhouse and wine shop, they are at Regent Street City Centre, postal code cb21ab phone number is 01223312598;Restaurant-Inform
6; USER ; I'm also looking for a train that goes to cambridge.;Train-Inform
7; SYSTEM ; Where will you be traveling from, and what day and time?;Train-Request
8; USER ; I need the train to leave from Peterborough on Sunday and I need it to leave after 12:00.;Train-Inform
9; SYSTEM ; How about TR9345? It leaves at 12:19.;Train-Inform
10; USER ; Yes, that sounds perfect. I need a reservation for 7 people. Can I have the reference number also? Thanks for your help!;Train-Inform
11; SYSTEM ; Your reference number is YBX5LXOC . Is there anything else I can help you with?;Train-OfferBooked
12; USER ; No, that'll be all. Thanks!;general-thank
13; SYSTEM ; I hope you have a great trip.;general-greet
14; USER ; Thank you so much. Goodbye;general-bye
15; SYSTEM ; Happy to be of service! I hope you enjoy your time in Cambridge.;general-bye
0; USER ; Yes I am looking for an expensive restaurant in the South of town.;Restaurant-Inform
1; SYSTEM ; I have many. Do you have a preference for type of food served?;Restaurant-Inform
2; USER ; Sorry, Actually I need an expensive restaurant in the north. the first on your list would be great.;Restaurant-Inform
3; SYSTEM ; Sure how about Saigon City?;Restaurant-Inform
4; USER ; Sounds great, can you book a table for 5 at 18:00?;Restaurant-Inform
5; SYSTEM ; Alright, which day would you like the reservation to be on?;Booking-Request
6; USER ; Actually, I won't be needing a reservation just yet. Could you verify the type of food Saigon City serves?;Restaurant-Request
7; SYSTEM ; Saigon City serves asian oriental cuisine. Would you need anything other information or assistance?;Restaurant-Inform
8; USER ; Yes, could I get the restuarant's phone number and postcode?;Restaurant-Request
9; SYSTEM ; Certainly. The phone number is 01223356555 and the postcode is cb41nl. Anything else I can do for you?;Restaurant-Inform
10; USER ; No, that's it. You've been very helpful, thank you!;general-thank
11; SYSTEM ; You're quite welcome. Thanks for contacting the Cambridge TownInfo Centre and have a great day!;general-bye
0; USER ; I am looking for information in Cambridge;Attraction-Inform
1; SYSTEM ; I'm happy to help you with that. Is there something in specific I can tell you about?;general-greet
2; USER ; I'm staying in the west and I want to find a place near here that serves real British food.;Restaurant-Inform
3; SYSTEM ; Saint johns chop house is in the moderate price range serving British food.;Restaurant-Inform
4; USER ; Cool, could you give me the phone number?;Restaurant-Request
5; SYSTEM ; Yes, they can be reached at 01223353110, is there anything else that I can help with?;Restaurant-Inform
6; USER ; I also need a train for Thursday.;Train-Inform
7; SYSTEM ; Okay, I am happy to help with that. Can you tell me your destination and where you'll be departing from?;Train-Request
8; USER ; I'll be departing from norwich, and will be going to cambridge. I'd like to arrive by 12:30.;Train-Inform
9; SYSTEM ; the train arrives at 11.35;Train-Inform
10; USER ; Ok, can I get the train ID.;Train-Request
11; SYSTEM ; The train that arrives at 11:35 is the TR6655. However there are other options if you prefer a different time.;Train-Inform
12; USER ; That time is sufficient.;
13; SYSTEM ; Okay! Would you like for me to book you a ticket?;Train-OfferBook
14; USER ; Yes, I sure would. That would be fantastic.;
15; SYSTEM ; How many tickets will you be needing?;Train-Request
16; USER ; I'm sorry, I actually don't need it to be booked at this time. I just realized I have other things to figure out first. That will be all thank you!;general-thank
17; SYSTEM ; Thank you for using our system today!;general-bye
0; USER ; Are there trains arriving in Cambridge before 18:45 on Sunday?;Train-Inform
1; SYSTEM ; There are many trains that arrive by that time. Where will you be departing from?;Train-Inform
2; USER ; I'm leaving Bishops stortford.;Train-Inform
3; SYSTEM ; I have a train arriving at 16:07 and one arriving at 18:07. Would one of those work?;Train-Inform
4; USER ; Can I get the price, travel time, and departure time of the one arriving at 18:07?;Train-Request
5; SYSTEM ; The train arriving in Cambridge at 18:07 departs at 17:29. The price of the of the train ride is 8.08 pounds. Would you like to book a train ticket?;Train-Inform
6; USER ; Not at this time, but I am also looking for a european food restaurant in the expensive price range. Can you help with that?;Restaurant-Inform
7; SYSTEM ; There are 5 of those. What area do you want to dine in?;Restaurant-Inform
8; USER ; In the centre of town please.;Restaurant-Inform
9; SYSTEM ; How about eraina? Shall I book you a table?;Booking-Inform
10; USER ; Yes, please. It will be just me and I'd like to eat at 21:00 on the same day as my train.;Restaurant-Inform
11; SYSTEM ; OK, I've got your booked. The reference number is VMNDNKV2 and they'll hold your table for 15 minutes. Can I help you with anything else?;Booking-Book
12; USER ; That's everything. Thank you!;general-thank
13; SYSTEM ; Great. I hope you enjoy your dinner.;general-bye
0; USER ; I need a place to dine in the centre of town, serving eritrean food.;Restaurant-Inform
1; SYSTEM ; I cannot find an eritrean restaurant in that area, would you like me to look up another area or cuisine type?;Restaurant-NoOffer
2; USER ; Can you check another area?;
3; SYSTEM ; There are none in town. Is there another type of food you would like?;Restaurant-NoOffer
4; USER ; Sure, how about British? Moderate prices in the centre is necessary.;Restaurant-Inform
5; SYSTEM ; Restaurant one seven is located on DeVere University Arms Regent Street City Centre.;Restaurant-Inform
6; USER ; I need a table for 6 on Tuesday. At 13:30.;Restaurant-Inform
7; SYSTEM ; I have booked it Reference number is : WZ2PQDLR . Can I help you with anything else?;Booking-Book
8; USER ; Thank you very much for your time. Have a nice day!;general-bye
9; SYSTEM ; Thank you for contacting us today. Have a nice day.;general-bye
0; USER ; I'm looking for a nice place to eat.;Restaurant-Inform
1; SYSTEM ; There are many fine places to eat. What type of cuisine would you prefer?;Restaurant-Inform
2; USER ; I don't care about the cuisine type, but I want it to be somewhere expensive and in the centre please.;Restaurant-Inform
3; SYSTEM ; There are a number of expensive eateries in the centre. How about one of my favorites - Midsummer House Restaurant? They serve British food and it's delicious!;Restaurant-Inform
4; USER ; Okay. Can you book me a table for 3 people for 16:15 on a Thursday? I will need the reference number.;Restaurant-Inform
5; SYSTEM ; I have made those reservations your reference number is PLGQUXC8 .;Booking-Book
6; USER ; Great, can't wait. I am also looking for some places to go in the same area as the restaurant.;Attraction-Inform
7; SYSTEM ; I have more than 40 attractions in the centre of town. What type of attraction did you have in mind?;Attraction-Inform
8; USER ; What would you recommend?;Attraction-Request
9; SYSTEM ; Personally, I would go to a museum, but there are plenty of other types of attractions from nightclubs to colleges as well.;Attraction-Inform
10; USER ; Okay, well, what's a good museum to try?;Attraction-Inform
11; SYSTEM ; I suggest the Castle Galleries. It's free and in the centre of town. Do you want an address?;Attraction-Recommend
12; USER ; Yes and I need the postcode and phone number as well.;Attraction-Request
13; SYSTEM ; The phone number is 01223307402, postcode cb23bj, and their address is unit su43, grande arcade, saint andrews street. Is there anything else I can assist you with?;Attraction-Inform
14; USER ; That is all I needed and I thank you for your time.;general-thank
15; SYSTEM ; It was my pleasure. Have a nice day. Good bye.;general-bye
0; USER ; I am looking for information in Cambridge.;Attraction-Inform
1; SYSTEM ; sure, what are you looking for?;general-greet
2; USER ; Are there any attractions in the west of town?;Attraction-Inform
3; SYSTEM ; there are many things to do. What would you like to do or see ?;Attraction-Inform
4; USER ; I have never been there so I don't know what their might be. Can you tell me what some of my options are in the west?;
5; SYSTEM ; There's college types, entertainment, and museums. Do any of those sound interesting to you?;Attraction-Inform
6; USER ; i prefer museums, get entrance fee. am also looking for a train. it should depart from cambridge and should arrive by 08:30 on monday and should go to kings lynn;Attraction-Inform
7; SYSTEM ; I'd recommend cafe jello gallery. Would you like more information?;Attraction-Recommend
8; USER ; What is the entrance fee?;Attraction-Request
9; SYSTEM ; It is free! The best kind of fee!;Attraction-Inform
10; USER ; I also need a train from Cambridge.;Train-Inform
11; SYSTEM ; I can help with that. What day would you like to travel?;Train-Request
12; USER ; Thank you! I would like to leave for Kings Lynn in Monday, please.;general-thank
13; SYSTEM ; TR2926 departs Cambridge at 07:11 and arrives at kings lynn at 07:58. The price is 9.80 pounds. Do for you want me to book it for you? How many tickets?;Train-Inform
14; USER ; No this will be all thank you.;general-thank
15; SYSTEM ; Glad I could be some help. Hope you have a good day.;general-bye
0; USER ; Please help me find a restaurant.;Restaurant-Inform
1; SYSTEM ; I can definitely do that. Did you have a type of food or a price range in mind?;Restaurant-Request
2; USER ; Moderately priced Northern European cuisine, please.;Restaurant-Inform
3; SYSTEM ; I'm sorry I have no listings for moderately priced Northern European cuisine. Could you reconsider your price range or food type?;Restaurant-NoOffer
4; USER ; Sure, can you find me another restaurant that serves Indian food?;Restaurant-Inform
5; SYSTEM ; I have many what area can I look in?;Restaurant-Inform
6; USER ; Any area of town is fine.;Restaurant-Inform
7; SYSTEM ; Would you still like a restaurant in the moderate price range? I would recommend the Curry Prince.;Restaurant-Recommend
8; USER ; Yes. May I have the post code for that place?;Attraction-Request
9; SYSTEM ; The post code is cb58jj.;Restaurant-Inform
10; USER ; I would also like to find someplace to visit in the centre of town.;Attraction-Inform
11; SYSTEM ; What type of attraction are you interested in visiting?;Attraction-Request
12; USER ; Can you make a recommendation and provide entrance fee, postcode, and address?;Attraction-Request
13; SYSTEM ; Do you have any interests for attractions?;Attraction-Request
14; USER ; Can you make a suggestion?;Attraction-Request
15; SYSTEM ; Club Salsa is pretty rad. It's at 1 Station Road.;Attraction-Recommend
16; USER ; I need the entrance fee and post code.;Attraction-Request
17; SYSTEM ; The entry fee is 5 pounds.;Attraction-Inform
18; USER ; Could you give me the address and postcode?;Attraction-Request
19; SYSTEM ; They are a 1 station road, postcode cb12jb, any other questions today?;Attraction-Inform
20; USER ; No, you've been very helpful. Thank you.;general-thank
21; SYSTEM ; Glad to have been of help. Thank you for using the Cambridge TownInfo centre. Have a great day.;general-bye
0; USER ; Are there any trains from London Kings Cross to Cambridge?;Train-Inform
1; SYSTEM ; Yes there are serveal trains leaving from London Kings Cross to Cambridge what time would you like to leave?;Train-Inform
2; USER ; I don't care as long as I arrive by 08:30 on monday.;Train-Inform
3; SYSTEM ; Train TR0379 leaves London Kings Cross at 05:17 and arrives in Cambridge at 6:08. Would you like me to book that for you?;Train-Inform
4; USER ; Yes please, Could you book 8 tickets and provide the reference number.;Train-Inform
5; SYSTEM ; Sure, the train is actually number TR0378 and your reference number is K3KI84VN . The price will be 188.8 GBP payable at the station. Is there anything else today?;Train-OfferBooked
6; USER ; Yes, I've heard something about a restaurant, I think it's called Wagamama or something like that. Can you help me find it?;Restaurant-Inform
7; SYSTEM ; That restaurant is found at 36 Saint Andrews Street and serves Japanese food. Do you need their phone number or any other details?;Restaurant-Inform
8; USER ; Can O book a table for 8 people at 13:00 on monday too?;Restaurant-Inform
9; SYSTEM ; You're reference number is CFC04U75 . Is there anything else I can help you with?;Booking-Book
10; USER ; No, that was all. Thanks. Goodbye.;general-bye
11; SYSTEM ; You're welcome, have a nice day.;general-bye
0; USER ; Hi, can you give me some information on train schedules?;Train-Inform
1; SYSTEM ; Absolutely! Do you have any particular train stations in mind?;Train-Request
2; USER ; Yes, the Cambridge station. I would like to leave on Sunday after 10:00 for the Stansted Airport.;Train-Inform
3; SYSTEM ; TR2110 Leaves at 10:40 Sunday to Stansted Airport. Will that work?;Train-Inform
4; USER ; that is fine . book for me for 1 person and give me the reference number;Train-Inform
5; SYSTEM ; Booking was successful, the total fee is 8.08 GBP payable at the station. Reference number is : HHOFT8ZU .;Train-OfferBooked
6; USER ; I am also looking for something called Cambridge Museum of Technology.;Attraction-Inform
7; SYSTEM ; Cambridge Museum of Technology is located on the east side at The Old Pumping Station, Cheddars Lane. Their phone number is 01223368650 and they charge an entrance fee of 5 pounds.;Attraction-Inform
8; USER ; Thank you for the information.;general-thank
9; SYSTEM ; You are welcome. Anything else I can do for you.;general-reqmore
10; USER ; No, that's all I need. Thank you.;general-thank
11; SYSTEM ; You're welcome. Goodbye.;general-bye
0; USER ; What restaurants in the centre serve international cuisine?;Restaurant-Inform
1; SYSTEM ; The Varsity Restaurant and the Bloomsbury Restaurant serve international food and are in the centre of town.;Restaurant-Inform
2; USER ; How about a place in the moderate price range?;Restaurant-Inform
3; SYSTEM ; Both of the named restaurants are in the moderate price range.;Restaurant-Inform
4; USER ; OK, can you book a table for 6 at 12:00 on Tuesday at The Varsity Restaurant? I will need a reference number too, please.;Restaurant-Inform
5; SYSTEM ; Certainly. I will have that reference number for you in just one second.;Booking-Inform
6; USER ; Thanks. Looking forward to it.;general-thank
7; SYSTEM ; Yes I can. I have booked you a table for 12 noon on Tuesday for 6 people. Your reference number is WC1ZY82V . Anything else I can help you with?;Booking-Book
8; USER ; No, that is all. Thank you.;general-thank
9; SYSTEM ; You're welcome. Good-bye.;general-bye
0; USER ; need a train from cambridge to stansted airport;Train-Inform
1; SYSTEM ; OK, what day are you looking at traveling on?;Train-Request
2; USER ; Im leaving thursday and need to leave after 1pm.;Train-Inform
3; SYSTEM ; I have a train leaving at 13:40 on Thursday that arrives at Stansted Airport at 14:08 for 10.10 pounds. Would you like to book this option?;Train-Inform
4; USER ; Yes, please. Can you tell me the price?;Train-Request
5; SYSTEM ; I did - it's 10.10GBP.;Train-Inform
6; USER ; I am also looking for some where to go in the Centre of town, an attraction.;Attraction-Inform
7; SYSTEM ; How about the Cambridge Contemporary Art Museum? It's on 6 Trinity Street and the admission is free.;Attraction-Inform
8; USER ; That sounds perfect! Thank you so much!;general-thank
9; SYSTEM ; Is there anything else you need today?;general-reqmore
10; USER ; Yes, actually, can I have their phone number please?;Attraction-Request
11; SYSTEM ; yes it is 01223324222;Attraction-Inform
12; USER ; Great, thank you. Have a good day. Goodbye.;general-bye
13; SYSTEM ; You have a good day as well! Glad to help.;general-bye
0; USER ; I am looking for a place to go in the centre of town.;Attraction-Inform
1; SYSTEM ; Is there any type of attraction you'd like to see?;Attraction-Request
2; USER ; any of your choice. get me the address and entrance fee;Attraction-Request
3; SYSTEM ; The Holy Trinity Church is located on Market Street. The entrance fee is free. Is there anything else I can help with?;Attraction-Inform
4; USER ; I also need a train out to the airport on Friday.;Train-Inform
5; SYSTEM ; Where will you be departing from, and do you have a destination in mind?;Train-Request
6; USER ; leaving cambridge and going to stansted airport and I want to leave anytime after 08:45;Train-Inform
7; SYSTEM ; There is a train that leaves at 9:40.;Train-Inform
8; USER ; That will work. I will need tickets for 3 people.;Train-Inform
9; SYSTEM ; It is booked and your reference number is 7V38WV1G .;Train-OfferBooked
10; USER ; Perfect thats everything thanks;general-thank
11; SYSTEM ; Alright, thanks for using Cambridge TownInfo, have a great day!;general-bye
0; USER ; Hello! I need to take a train on Monday, from Kings Lynn.;Train-Inform
1; SYSTEM ; There area a number of departures on Monday starting at 5:11 in the morning. Was there a particular time of day you wanted to depart?;Train-Request
2; USER ; Any time after 13:15 would be fine.;Train-Inform
3; SYSTEM ; TR2257 leaves at 14:11. Would you like to purchase a ticket?;Train-Inform
4; USER ; I just need the arrival time and price at this moment.;Train-Request
5; SYSTEM ; Train TR2257 arrives by 14:58 and cost is 9.80 pounds.;Train-Inform
6; USER ; I also need an attraction that has a boat.;Attraction-Inform
7; SYSTEM ; I can help with that. What area would you like me to check out for you?;Attraction-Request
8; USER ; Any area with a boat is fine.;Attraction-Inform
9; SYSTEM ; I have four. What would you like to know about them?;Attraction-Inform
10; USER ; You choose. Can I get the phone number, postcode, and address?;Attraction-Request
11; SYSTEM ; I'd recommend Camboats, the number is 01223902112 and address is the plough, green end, fen ditton, cb58sx;Attraction-Recommend
12; USER ; Thank you, thats all I need today.;general-thank
13; SYSTEM ; You are welcome enjoy your stay.;general-bye
0; USER ; Can you locate for me a train that leaves on Tuesday after 3:15 PM? Thanks.;Train-Inform
1; SYSTEM ; there is a train that leaves cambridge at 15:00 and arrives at london kings cross at 15:51 on tuesday.;Train-Inform
